moves,comment,good
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7,"intending...Kh8, Ng8-f6 dislodging the powerful white knight.",False
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1,Increasing the mobility of the queen. But 25. c4? would be a decisive mistake 25...Rh5 intending ...Nf5-d4-f3 when Qh3 is threatened.,True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8,(25... Rh5 26. Qf1 ),True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8,if now 26... Rh5 white can stop the entry of black's knight by 27. Qf1! Nf5 28. Rf3! and 29. c3 prevents the Black's knight from entering d4.,True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1,if 28. Nc3 then 28... g5 intending...g4),True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4,it seems that White has overcome his problems of middlegame and has consolidated the position. But Rubinstein's next two moves create fresh problems for White. 29. Rxe4 and 30 Qe3 might be equal.,True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4,White tries to prevent ...Qg5. But 30. Ree1 Qb8 (30 ...Qg5!? intending Rf4-d4) 31. Qe3 holds the position.,True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4 Qb8,Quite overwhelming ! The Queen now takes up a strong position on the Q-wing.,True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4 Qb8 31. Kg2 Qa7 32. Rfe1 Qc5 33. Qe4 Qb4 34. R1e2,It would have been better to maintain the rook on the 1st rank.,True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4 Qb8 31. Kg2 Qa7 32. Rfe1 Qc5 33. Qe4 Qb4 34. R1e2 R5f6 35. Qd3 Kg8 36. Qc3 a5 37. Qxb4 axb4 38. c3 bxc3 39. Rxc3 Ra8 40. Kh3,(40. b4 Ra1 41. Rb2 (41. c5 Rd1!) 41... Rd1) 40. c5 was the only chance of counterplay. 40... Ra5 (If 40... Ra3 41. cxd6 cxd6 42. f4 exf4 43. gxf4 Rxf4 44. Re7 Ra2+ 45. Kg3 Rff2 46. Rcc7 Rg2+ 47. Kf3 Raf2+ 48. Ke3 Re2+ 49. Kd3 Rxe7 50. Rxe7 Rxh2 51. Rxb7 threatening ...Rd7with a probable draw.) 41. b4 Ra4 42. b5! threatening 43. b6 cb6 44. c6! ),True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4 Qb8 31. Kg2 Qa7 32. Rfe1 Qc5 33. Qe4 Qb4 34. R1e2 R5f6 35. Qd3 Kg8 36. Qc3 a5 37. Qxb4 axb4 38. c3 bxc3 39. Rxc3 Ra8 40. Kh3 b6 41. Kg4,The king is vulnerable here. It will be better to retreat the king to g2.,True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4 Qb8 31. Kg2 Qa7 32. Rfe1 Qc5 33. Qe4 Qb4 34. R1e2 R5f6 35. Qd3 Kg8 36. Qc3 a5 37. Qxb4 axb4 38. c3 bxc3 39. Rxc3 Ra8 40. Kh3 b6 41. Kg4 Ra1 42. Rb2,(42. h4 Rh1 43. h5 Kh7 44. Ra2 g6 45. hxg6+ Rxg6+ 46. Kf5 Rh5+ 47. Ke4 Rxg3 winning ),True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4 Qb8 31. Kg2 Qa7 32. Rfe1 Qc5 33. Qe4 Qb4 34. R1e2 R5f6 35. Qd3 Kg8 36. Qc3 a5 37. Qxb4 axb4 38. c3 bxc3 39. Rxc3 Ra8 40. Kh3 b6 41. Kg4 Ra1 42. Rb2 Kh7 43. b4 Kg6 44. Rbb3,If 44. Kh3 then Rg1 or if 44. c5 Rd1 45. cxb6 cxb6 46. Rc6 b5 and then Rxd5,True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4 Qb8 31. Kg2 Qa7 32. Rfe1 Qc5 33. Qe4 Qb4 34. R1e2 R5f6 35. Qd3 Kg8 36. Qc3 a5 37. Qxb4 axb4 38. c3 bxc3 39. Rxc3 Ra8 40. Kh3 b6 41. Kg4 Ra1 42. Rb2 Kh7 43. b4 Kg6 44. Rbb3 Rf5 45. Rc2 Rh1 46. f4,There is no adequate defence. Either the King is mated or a pawn is lost. (46.h4 h5#) If 46. Kh3 Rh5+ 47. Kg4 R5xh2 48. Rxh2 Rxh2 49. f4 (49. c5? h5#) 49... e4 50. f5+ Kf6 51. Kf4 Rc2 52. Kxe4 Rxc4+ 53. Kd3 53... b5 with a winning position. And if 46. c5 dxc5 (46...Rg5+ 47. Kh3 Rh5+) 47. bxc5 bxc5 48. Rxc5 Rxh2 49. Rc6+ Rf6 50. Rxf6+ gxf6 51. f4 f5+ 52. Kf3 e4+ 53. Ke3 Rg2 is winning.),True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4 Qb8 31. Kg2 Qa7 32. Rfe1 Qc5 33. Qe4 Qb4 34. R1e2 R5f6 35. Qd3 Kg8 36. Qc3 a5 37. Qxb4 axb4 38. c3 bxc3 39. Rxc3 Ra8 40. Kh3 b6 41. Kg4 Ra1 42. Rb2 Kh7 43. b4 Kg6 44. Rbb3 Rf5 45. Rc2 Rh1 46. f4 exf4 47. gxf4 h5+ 48. Kg3 Rg1+ 49. Kf2 Rg4 50. Rf3 Rgxf4 51. Rxf4 Rxf4+ 52. Ke3 Kf5 53. Kd3 Rf3+ 54. Kd4 Rb3,Blocking the white pawns.,False
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4 Qb8 31. Kg2 Qa7 32. Rfe1 Qc5 33. Qe4 Qb4 34. R1e2 R5f6 35. Qd3 Kg8 36. Qc3 a5 37. Qxb4 axb4 38. c3 bxc3 39. Rxc3 Ra8 40. Kh3 b6 41. Kg4 Ra1 42. Rb2 Kh7 43. b4 Kg6 44. Rbb3 Rf5 45. Rc2 Rh1 46. f4 exf4 47. gxf4 h5+ 48. Kg3 Rg1+ 49. Kf2 Rg4 50. Rf3 Rgxf4 51. Rxf4 Rxf4+ 52. Ke3 Kf5 53. Kd3 Rf3+ 54. Kd4 Rb3 55. Rf2+ Kg6 56. Rg2+ Kh6 57. b5,If 57. Ra2 then 57... b5! (but not 57... Rxb4 58. Kc3 Rb1 59. Ra7) 58. Ra7 Rxb4 wins.,True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4 Qb8 31. Kg2 Qa7 32. Rfe1 Qc5 33. Qe4 Qb4 34. R1e2 R5f6 35. Qd3 Kg8 36. Qc3 a5 37. Qxb4 axb4 38. c3 bxc3 39. Rxc3 Ra8 40. Kh3 b6 41. Kg4 Ra1 42. Rb2 Kh7 43. b4 Kg6 44. Rbb3 Rf5 45. Rc2 Rh1 46. f4 exf4 47. gxf4 h5+ 48. Kg3 Rg1+ 49. Kf2 Rg4 50. Rf3 Rgxf4 51. Rxf4 Rxf4+ 52. Ke3 Kf5 53. Kd3 Rf3+ 54. Kd4 Rb3 55. Rf2+ Kg6 56. Rg2+ Kh6 57. b5 Rf3,The white pawns have lost their mobility and the black rook can now devote itself to exploitation of the extra pawn on the K-side.,True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4 Qb8 31. Kg2 Qa7 32. Rfe1 Qc5 33. Qe4 Qb4 34. R1e2 R5f6 35. Qd3 Kg8 36. Qc3 a5 37. Qxb4 axb4 38. c3 bxc3 39. Rxc3 Ra8 40. Kh3 b6 41. Kg4 Ra1 42. Rb2 Kh7 43. b4 Kg6 44. Rbb3 Rf5 45. Rc2 Rh1 46. f4 exf4 47. gxf4 h5+ 48. Kg3 Rg1+ 49. Kf2 Rg4 50. Rf3 Rgxf4 51. Rxf4 Rxf4+ 52. Ke3 Kf5 53. Kd3 Rf3+ 54. Kd4 Rb3 55. Rf2+ Kg6 56. Rg2+ Kh6 57. b5 Rf3 58. Ke4 Rf6 59. Ra2 g5 60. Ra7 Rf4+,A very subtle move.,False
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4 Qb8 31. Kg2 Qa7 32. Rfe1 Qc5 33. Qe4 Qb4 34. R1e2 R5f6 35. Qd3 Kg8 36. Qc3 a5 37. Qxb4 axb4 38. c3 bxc3 39. Rxc3 Ra8 40. Kh3 b6 41. Kg4 Ra1 42. Rb2 Kh7 43. b4 Kg6 44. Rbb3 Rf5 45. Rc2 Rh1 46. f4 exf4 47. gxf4 h5+ 48. Kg3 Rg1+ 49. Kf2 Rg4 50. Rf3 Rgxf4 51. Rxf4 Rxf4+ 52. Ke3 Kf5 53. Kd3 Rf3+ 54. Kd4 Rb3 55. Rf2+ Kg6 56. Rg2+ Kh6 57. b5 Rf3 58. Ke4 Rf6 59. Ra2 g5 60. Ra7 Rf4+ 61. Kd3 Rf7 62. c5,Sheer desperation.,True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4 Qb8 31. Kg2 Qa7 32. Rfe1 Qc5 33. Qe4 Qb4 34. R1e2 R5f6 35. Qd3 Kg8 36. Qc3 a5 37. Qxb4 axb4 38. c3 bxc3 39. Rxc3 Ra8 40. Kh3 b6 41. Kg4 Ra1 42. Rb2 Kh7 43. b4 Kg6 44. Rbb3 Rf5 45. Rc2 Rh1 46. f4 exf4 47. gxf4 h5+ 48. Kg3 Rg1+ 49. Kf2 Rg4 50. Rf3 Rgxf4 51. Rxf4 Rxf4+ 52. Ke3 Kf5 53. Kd3 Rf3+ 54. Kd4 Rb3 55. Rf2+ Kg6 56. Rg2+ Kh6 57. b5 Rf3 58. Ke4 Rf6 59. Ra2 g5 60. Ra7 Rf4+ 61. Kd3 Rf7 62. c5 dxc5 63. d6 Rd7,The idea of Black's 60th move forcing the white king to d-file becomes clear.,True
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Bg5 Qe7 9. Qd2 Nd8 10. Bc4 Be6 11. Bb3 Bxb3 12. axb3 Ne6 13. Bh4 h6 14. Rfe1 a6 15. Bg3 Nh5 16. d4 Nef4 17. Bxf4 Nxf4 18. g3 Ng6 19. Qd3 Qe6 20. Nd2 f5 21. d5 Qd7 22. exf5 Rxf5 23. Ne4 Raf8 24. Re3 Ne7 25. Rd1 Kh8 26. c4 Ng8 27. f3 Nf6 28. Rf1 Nxe4 29. Qxe4 Qd8 30. Qg4 Qb8 31. Kg2 Qa7 32. Rfe1 Qc5 33. Qe4 Qb4 34. R1e2 R5f6 35. Qd3 Kg8 36. Qc3 a5 37. Qxb4 axb4 38. c3 bxc3 39. Rxc3 Ra8 40. Kh3 b6 41. Kg4 Ra1 42. Rb2 Kh7 43. b4 Kg6 44. Rbb3 Rf5 45. Rc2 Rh1 46. f4 exf4 47. gxf4 h5+ 48. Kg3 Rg1+ 49. Kf2 Rg4 50. Rf3 Rgxf4 51. Rxf4 Rxf4+ 52. Ke3 Kf5 53. Kd3 Rf3+ 54. Kd4 Rb3 55. Rf2+ Kg6 56. Rg2+ Kh6 57. b5 Rf3 58. Ke4 Rf6 59. Ra2 g5 60. Ra7 Rf4+ 61. Kd3 Rf7 62. c5 dxc5 63. d6 Rd7 64. Rxc7 Rxd6+ 65. Ke4 Rd4+,Much better than 65... Rg6 66. Kf5 (66. Rc6 Kh7 67. Kf5 Rg7 68. Rxb6) 66... Rg7 (66... g4? 67. Rc6! wins for white!) 67. Rc6+ Kh7 68. Rxb6),True
